,"Région","Dpt","FINNES","Raison.sociale","Complement.distribution","Adresse","Lieudit.BP","Code.postal","Libelle.routage","Tel","nom correspondant","mail","logiciel","editeur","RPU (OUI/NON)","Remarque"
614,"LORRAINE","Vosges",880000021,"CHI E.DURKHEIM - PLATEAU DE LA JUSTICE",,"3 AVENUE ROBERT SCHUMAN","BP 590",88021,"EPINAL CEDEX","03 29 68 70 00 ",,,"ResUrgences",,"OUI",
616,"LORRAINE","Vosges",880000047,"CENTRE HOSPITALIER DE SAINT-DIE",,"26 RUE DU NOUVEL HOPITAL",,88187,"ST DIE DES VOSGES CEDEX","03 29 52 83 10 ",,,"ResUrgences",,"OUI",
617,"LORRAINE","Vosges",880000054,"CHI L'OUEST VOSGIEN SITE NEUFCHATEAU",,"1280 AVENUE DE LA DIVISION LECLERC","BP 249",88307,"NEUFCHATEAU CEDEX","03 29 94 80 00 ",,,"DXCARE",,"OUI","mais rupture depuis la migration vers DXCare"
618,"LORRAINE","Vosges",880000062,"CENTRE HOSPITALIER DE REMIREMONT",,"1 RUE GEORGES LANG","BP 161",88204,"REMIREMONT CEDEX","03 29 23 41 41 ",,,"ResUrgences",,"OUI",
619,"LORRAINE","Vosges",880000070,"CHI DE L'OUEST VOSGIEN SITE DE VITTEL",,"191 AVENUE MAURICE BARRES","BP 129",88804,"VITTEL CEDEX","03 29 05 88 88 ",,,"DÉVELOPPEMENT INTERNE",,"OUI",
43,"MIDI PYRENEES","Ariège",90000175,"CH INTERCOMMUNAL DU VAL D'ARIEGE",,"CHEMIN DE BARRAU","BP 90064 SAINT JEAN DE VERGES",9017,"FOIX CEDEX","05 61 03 30 30 ",,,"CROSSWAY",,"OUI",
44,"MIDI PYRENEES","Ariège",90001629,"CH DU PAYS D'OLMES",,"CHEMIN DE LA SOULANO","BP 30197",9301,"LAVELANET CEDEX","05 61 65 78 78 ",,,,,"OUI",
45,"MIDI PYRENEES","Ariège",90782244,"CH J IBANES DE SAINT LIZIER","ROZES",,,9190,"ST LIZIER","05 61 96 20 00 ",,,,,"OUI",
55,"MIDI PYRENEES","Aveyron",120000039,"C.H. DE RODEZ 'HOPITAL JACQUES PUEL'",,"AVENUE DE L'HOPITAL",,12027,"RODEZ CEDEX 9","05 65 55 12 12 ",,,"DxCare",,"OUI",
56,"MIDI PYRENEES","Aveyron",120000054,"CH VILLEFRANCHE DE ROUERGUE",,"AVENUE CAYLET","BP 299",12200,"VILLEFRANCHE DE ROUERGUE","05 65 65 30 00 ",,,,,"OUI",
57,"MIDI PYRENEES","Aveyron",120000070,"CH PIERRE DELPECH DECAZEVILLE",,"60 AVENUE PROSPER-ALFARIC",,12300,"DECAZEVILLE","05 65 43 71 71 ",,,"CORETEXTE",,"NON",
58,"MIDI PYRENEES","Aveyron",120004569,"CENTRE HOSPITALIER DE MILLAU","SIEGE SOCIAL","265 BOULEVARD ACHILLE SOUQUES","BP 148",12101,"MILLAU CEDEX",,,,"Urqual",,"OUI",
59,"MIDI PYRENEES","Aveyron",120004668,"CENTRE HOSPITALIER DE SAINT AFFRIQUE",,"88 AVENUE DR LUCIEN GALTIER",,12402,"ST AFFRIQUE CEDEX","05 65 49 70 22 ",,,"Diamm",,"OUI",
180,"MIDI PYRENEES","Hte Garonne",310000310,"CENTRE HOSPITALIER COMMINGES PYRENEES",,"351 AVENUE DE SAINT PLANCARD","BP 183",31806,"ST GAUDENS CEDEX","05 62 00 40 00 ",,,"DPU",,"OUI",
181,"MIDI PYRENEES","Hte Garonne",310016977,"HOPITAUX MERE & ENFANTS  CHU TLSE",,"330 AVENUE DE GRANDE BRETAGNE","TSA 700 34",31059,"TOULOUSE CEDEX 9",,,,"Urqual",,"OUI",
182,"MIDI PYRENEES","Hte Garonne",310780101,"CLINIQUE SAINT JEAN LANGUEDOC",,"20 ROUTE DE REVEL",,31077,"TOULOUSE CEDEX 4","05 61 54 91 91 ",,,"MEDIBOARD",,"OUI",
183,"MIDI PYRENEES","Hte Garonne",310780283,"CLINIQUE DE L'UNION",,"BOULEVARD DE RATALENS","BP 24336 SAINT JEAN",31243,"L UNION CEDEX","05 61 37 81 81 ",,,"Dopatient",,"OUI",
184,"MIDI PYRENEES","Hte Garonne",310780382,"CLINIQUE AMBROISE PARE",,"387 ROUTE DE SAINT SIMON",,31082,"TOULOUSE CEDEX 1","08 26 30 19 19 ",,,"Dopatient",,"OUI",
185,"MIDI PYRENEES","Hte Garonne",310781000,"CLINIQUE DES CEDRES",,"CHATEAU D'ALLIEZ",,31700,"CORNEBARRIEU","05 62 13 31 31 ",,,"MEDIBOARD",,"OUI",
186,"MIDI PYRENEES","Hte Garonne",310781067,"HOPITAL JOSEPH DUCUING",,"15 RUE DE VARSOVIE",,31076,"TOULOUSE CEDEX 3","05 61 77 34 00 ",,,"TU-ORUPACA",,"OUI",
187,"MIDI PYRENEES","Hte Garonne",310781505,"CLINIQUE D'OCCITANIE",,"20 AVENUE BERNARD IV","BP 40304",31605,"MURET CEDEX","05 61 51 88 88 ",,,"EXPERT SANTE",,"OUI",
188,"MIDI PYRENEES","Hte Garonne",310783048,"HOPITAL DE PURPAN CHU TOULOUSE",,"1 PLACE DU DOCTEUR BAYLAC","TSA 400 31",31059,"TOULOUSE CEDEX 9","05 61 77 22 33 ",,,"Urqual",,"OUI",
189,"MIDI PYRENEES","Hte Garonne",310783055,"HOPITAL DE RANGUEIL CHU TOULOUSE",,"AVENUE JEAN POULHES","TSA 500 32",31059,"TOULOUSE CEDEX 9","05 61 32 25 33 ",,,"Urqual",,"OUI",
190,"MIDI PYRENEES","Gers",320000086,"CENTRE HOSPITALIER D'AUCH",,"ALLEE MARIE CLARAC","BP 382",32008,"AUCH CEDEX","05 62 61 32 32 ",,,"Urqual",,"OUI",
191,"MIDI PYRENEES","Gers",320000102,"CENTRE HOSPITALIER DE CONDOM",,"21 AVENUE DU MARECHAL JOFFRE",,32100,"CONDOM","05 62 28 20 77 ",,,"TU-ORUPACA",,"OUI",
291,"MIDI PYRENEES","Lot",460000045,"CENTRE HOSPITALIER FIGEAC MAQUISARDS",,"33 RUE DES MAQUISARDS",,46106,"FIGEAC CEDEX","05 65 50 65 50 ",,,,,"OUI",
292,"MIDI PYRENEES","Lot",460000052,"CENTRE  HOSPITALIER SAINT CERE",,"AVENUE DOCTEUR ROUX",,46400,"ST CERE","05 65 10 40 00 ",,,"Corwin",,"OUI ",
293,"MIDI PYRENEES","Lot",460000102,"CENTRE HOSPITALIER JEAN COULON GOURDON",,"AVENUE PASTEUR","BP 40054",46300,"GOURDON","05 65 27 65 27 ",,,"DÉVELOPPEMENT INTERNE",,"OUI",
294,"MIDI PYRENEES","Lot",460000110,"CTRE HOSPITALIER JEAN ROUGIER CAHORS",,"335 RUE PRESIDENT WILSON","BP 50269",46005,"CAHORS CEDEX 9","05 65 20 50 50 ",,,"DxCare",,"OUI",
425,"MIDI PYRENEES","Hautes Pyrénées",650000045,"CENTRE HOSPITALIER DE LOURDES",,"2 AVENUE ALEXANDRE MARQUI","BP 710",65107,"LOURDES CEDEX","05 62 42 42 42 ",,,"CROSSWAY",,"OUI",
426,"MIDI PYRENEES","Hautes Pyrénées",650000052,"CENTRE HOSPITALIER BAGNERES DE BIGORRE",,"15 RUE GAMBETTA","BP 149",65201,"BAGNERES DE BIGORRE CEDEX","05 62 91 41 11 ",,,,,"OUI",
427,"MIDI PYRENEES","Hautes Pyrénées",650000417,"CENTRE HOSPITALIER DE BIGORRE",,"BOULEVARD DE LATTRE DE TASSIGNY","BP 1330",65013,"TARBES CEDEX 9","05 62 51 51 51 ",,,"CROSSWAY",,"OUI",
428,"MIDI PYRENEES","Hautes Pyrénées",650780679,"POLYCLINIQUE DE L'ORMEAU",,"12 CHEMIN DE L'ORMEAU",,65000,"TARBES","05 62 56 40 40 ",,,,,"OUI",
429,"MIDI PYRENEES","Hautes Pyrénées",650784218,"CMC HOPITAUX DE LANNEMEZAN",,,,65300,"LANNEMEZAN","05 62 99 55 55 ",,,"CROSSWAY",,"OUI",
571,"MIDI PYRENEES","Tarn",810000224,"CENTRE MEDICO CHIR OBST CLAUDE BERNARD",,"1 RUE PERE COLOMBIER",,81030,"ALBI CEDEX 9","05 63 77 77 63 ",,,"Emed",,"OUI",
572,"MIDI PYRENEES","Tarn",810000505,"CENTRE HOSPITALIER D'ALBI",,"22 BOULEVARD SIBILLE",,81013,"ALBI CEDEX 9","05 63 47 47 47 ",,,"Médical Object",,"OUI",
573,"MIDI PYRENEES","Tarn",810000521,"HOP DU PAYS D'AUTAN SITE DU CAUSSE",,"6 AVENUE DE LA MONTAGNE NOIRE","BP 30417",81108,"CASTRES CEDEX","05 63 71 63 71 ",,,"CORETEXTE",,"OUI",
574,"MIDI PYRENEES","Tarn",810000562,"CENTRE HOSPITALIER DE LAVAUR",,"1 PLACE VIALAS","BP 85",81500,"LAVAUR","05 63 58 81 81 ",,,"Médical Object",,"OUI",
575,"MIDI PYRENEES","Tarn",810101444,"POLYCLINIQUE DU SIDOBRE","LE PESQUIE","CHEMIN DE SAINT HIPPOLYTE",,81100,"CASTRES","05 63 71 88 88 ",,,,,"OUI",
576,"MIDI PYRENEES","Tarn et Garonne",820000032,"CENTRE HOSPITALIER MONTAUBAN",,"100 RUE LEON CLADEL","BP 765",82013,"MONTAUBAN CEDEX","05 63 92 82 82 ",,,"CROSSWAY",,"OUI",
577,"MIDI PYRENEES","Tarn et Garonne",820000057,"CLINIQUE DU PONT DE CHAUME",,"330 AVENUE MARCEL UNAL",,82017,"MONTAUBAN CEDEX","05 63 68 33 33 ",,,"Dopatient",,"OUI",
578,"MIDI PYRENEES","Tarn et Garonne",820000883,"CENTRE HOSPITALIER MOISSAC",,"16 BOULEVARD CAMILLE DELTHIL","BP 302",82201,"MOISSAC CEDEX","05 63 04 67 00 ",,,"CROSSWAY",,"OUI",
358,"NORD PAS DE CALAIS","Nord",590000121,"CH SECLIN",,"4 AVENUE DES MARRONNIERS","BP 109",59471,"SECLIN CEDEX","03 20 62 70 00 ","Dr SCHOL Claude",,,,"NON",
359,"NORD PAS DE CALAIS","Nord",590000337,"CH DUNKERQUE",,"130 AVENUE LOUIS HERBEAUX","BP 6367",59140,"DUNKERQUE","03 28 28 59 00 ou 56 11",,"secretariat.urgences@ch-dunkerque.fr
christophe.couturier@ch-dunkerque.fr","URQUAL",,"OUI",
360,"NORD PAS DE CALAIS","Nord",590000428,"CH CAMBRAI",,"516 AVENUE DE PARIS","BP 389",59407,"CAMBRAI CEDEX","03 27 73 73 73 ",,"sec.urgences@ch-cambrai.fr
h.guidez@ch-cambrai.fr","Hopital Manager",,"NON",
361,"NORD PAS DE CALAIS","Nord",590000436,"CH LE CATEAU",,"28 BOULEVARD PATURLE",,59360,"LE CATEAU CAMBRESIS","03 27 84 66 66 ","Dr LUCAS Frédéric",,"OSIRIS",,"OUI",
362,"NORD PAS DE CALAIS","Nord",590000469,"CH FOURMIES",,"RUE DE L HOPITAL","BP 29",59611,"FOURMIES CEDEX","03 27 56 47 47 ou 51 57",,"urgences@ch-fourmies.fr","POLYMEDIS",,"OUI",
363,"NORD PAS DE CALAIS","Nord",590000535,"CH SAMBRE AVESNOIS MAUBEUGE",,"13 BOULEVARD PASTEUR","BP 249",59607,"MAUBEUGE CEDEX","03 27 69 43 43 ou 44 79",,"p_alarcon@ch-sa.com","SILLAGE",,"OUI",
364,"NORD PAS DE CALAIS","Nord",590000592,"CH DENAIN",,"25 RUE J JAURES","BP 225",59723,"DENAIN CEDEX","03 27 24 30 00 ou 31 80",,,"DXCARE",,"OUI",
365,"NORD PAS DE CALAIS","Nord",590000618,"CH VALENCIENNES",,"114 AVENUE DESANDROUIN","BP 479",59322,"VALENCIENNES CEDEX","03 27 14 33 33 ou 35 67",,"sec-urgences@ch-valenciennes.fr
goze-c@ch-valenciennes.fr","MILLENIUM",,"OUI",
366,"NORD PAS DE CALAIS","Nord",590000758,"CH ARMENTIERES",,"112 RUE SADI CARNOT","BP 189",59421,"ARMENTIERES CEDEX","03 20 48 33 33 ou 54",,"secretariatsmur@ch-armentieres.fr
o.loriau@ch-armentières.fr","URQUAL",,"OUI",
367,"NORD PAS DE CALAIS","Nord",590000774,"CH HAZEBROUCK",,"1 RUE DE L'HOPITAL","BP 209",59524,"HAZEBROUCK CEDEX","03 28 42 66 00 ou 50",,"secretariat_urgences@ch-hazebrouck.fr","DXCARE",,"OUI",
368,"NORD PAS DE CALAIS","Nord",590001004,"CENTRE HOSPITALIER DE DOUAI",,"ROUTE DE CAMBRAI","BP 10740 CEDEX",59507,"DOUAI CEDEX","03 27 99 61 61 ou 95 75 00",,"bruno.lacrampe@ch-roubaix.fr","CRISTALNET-DMU",,"OUI",
369,"NORD PAS DE CALAIS","Nord",590001749,"POLYCLINIQUE DE GRANDE SYNTHE",,"AVENUE DE LA POLYCLINIQUE","BP 20159",59792,"GRANDE SYNTHE CEDEX","03 28 58 60 00 ",,,,,"NON",
370,"NORD PAS DE CALAIS","Nord",590006607,"HOP JEANNE DE FLANDRE CHR LILLE",,"2 AVENUE OSCAR LAMBRET",,59000,"LILLE","03 20 44 59 62 ou 46 38",,"samu@chru-lille.fr
patrick.goldstein@chru-lille.fr",,,,
371,"NORD PAS DE CALAIS","Nord",590008041,"POLYCLINIQUE VAUBAN",,"10 AVENUE VAUBAN",,59300,"VALENCIENNES","03 27 32 42 52 ou 41 00",,,"OSOFT",,"OUI",
372,"NORD PAS DE CALAIS","Nord",590780268,"POLYCLINIQUE DU BOIS",,"44 RUE MARX DORMOY","BP 59",59003,"LILLE CEDEX","03 20 22 56 00 ",,,,,,
373,"NORD PAS DE CALAIS","Nord",590780284,"GPT HOPITAUX INSTITUT CATHOLIQUE LILLE",,"115 RUE DU GRAND BUT",,59462,"LOMME CEDEX","03 20 22 50 50 ",,,,,,
374,"NORD PAS DE CALAIS","Nord",590780383,"HOPITAL PRIVE LA LOUVIERE",,"69 RUE DE LA LOUVIERE",,59042,"LILLE CEDEX","03 20 15 70 00 ",,,,,,
375,"NORD PAS DE CALAIS","Nord",590782553,"HOPITAL PRIVE DE VILLENEUVE D'ASCQ",,"20 AVENUE DE LA RECONNAISSANCE","QUARTIER DU RECUEIL",59650,"VILLENEUVE D ASCQ","03 20 99 41 41 ",,,,,,
376,"NORD PAS DE CALAIS","Nord",590784864,"HOP CALMETTE CHR LILLE",,"BOULEVARD DU PR LECLERCQ",,59037,"LILLE CEDEX","03 20 44 59 62 ou 46 38",,"patrick.golstein@chru-lille.fr","RESURGENCES",,"OUI",
377,"NORD PAS DE CALAIS","Nord",590787586,"HOP CARDIOLOGIQUE CHR LILLE",,"2 AVENUE OSCAR LAMBRET",,59037,"LILLE CEDEX","03 20 44 52 74 ",,"patrick.golstein@chru-lille.fr","RESURGENCES",,"OUI",
378,"NORD PAS DE CALAIS","Nord",590796975,"HOP SALENGRO - HOPITAL B CHR LILLE","CITE HOSPITALIERE","2 AVENUE OSCAR LAMBRET",,59037,"LILLE CEDEX","03 20 44 59 62 ",,"patrick.golstein@chru-lille.fr","RESURGENCES",,"OUI",
379,"NORD PAS DE CALAIS","Nord",590797353,"HOPITAL SAINT VINCENT - SAINT ANTOINE",,"51 BOULEVARD DE BELFORT",,59020,"LILLE CEDEX","03 20 87 48 48",,,"TRACK CARE",,"OUI",
380,"NORD PAS DE CALAIS","Nord",590801106,"HOPITAL VICTOR PROVO",,"11 BOULEVARD LACORDAIRE","BP 359",59056,"ROUBAIX CEDEX 1","03 20 99 31 31 ou 30 68",,"carole.godesence@ch-roubaix.fr","CLINICOM","- EASILY en 2015","OUI",
381,"NORD PAS DE CALAIS","Nord",590804696,"HOPITAL GUY CHATILIEZ CH TOURCOING",,"155 RUE DU PRESIDENT COTY",,59208,"TOURCOING CEDEX","03 20 69 49 49 ou 44 63",,"hmoussouni@ch-tourcoing.fr","URQUAL",,"OUI",
382,"NORD PAS DE CALAIS","Nord",590811279,"HOP CLAUDE HURIEZ CHR LILLE",,"1 Place de Verdun",,59037,"LILLE CEDEX","03 20 44 59 62 ",,,,,,
383,"NORD PAS DE CALAIS","Nord",590816310,"CLINIQUE SAINT AME",,"RUE CLEMENCEAU",,59552,"LAMBRES LEZ DOUAI","03 27 71 17 11 ",,,"RESURGENCES",,"OUI",
398,"NORD PAS DE CALAIS","Pas de Calais",620000034,"CH ARRAS",,"BOULEVARD BESNIER","BP 914",62022,"ARRAS CEDEX","03 21 21 10 10 ou 18 94",,"jacqueline.devienne@ch-arras.fr","CLINICOM",,"OUI",
399,"NORD PAS DE CALAIS","Pas de Calais",620000224,"CH BETHUNE",,"RUE DELBECQUE","BP 809",62408,"BETHUNE CEDEX","03 21 64 43 96 ou 41 09",,"adubart@ch-bethune.fr","URQUAL",,"NON",
400,"NORD PAS DE CALAIS","Pas de Calais",620000257,"CH LENS",,"99 ROUTE DE LA BASSEE","SP 8",62307,"LENS CEDEX","03 21 69 12 34 ","Dr. PIGNON Philippe",,"CRISTALNET-DMU",,"OUI",
401,"NORD PAS DE CALAIS","Pas de Calais",620000323,"CH CALAIS",,"1601 BOULEVARD DES JUSTES","BP 339",62107,"CALAIS CEDEX","03 21 46 33 33 ou 09",,"secretariat2urgences@ch-calais.fr
p.ourvois@ch-calais.fr","CORA",,"OUI",
402,"NORD PAS DE CALAIS","Pas de Calais",620000349,"CH REGION DE ST OMER",,"ROUTE DE BLENDECQUES","BP 60357 HELFAUT",62505,"ST OMER CEDEX","03 21 88 70 00 ou 71 02",,"ziad.khodr@ch-stomer.fr","CORA",,"OUI",
403,"NORD PAS DE CALAIS","Pas de Calais",620000653,"CH BOULOGNE-SUR-MER",,"RUE JACQUES MONOD","BP 609",62321,"BOULOGNE SUR MER CEDEX","03 21 99 33 33 ou 30 15",,"sec_urgences@ch-boulogne.fr
g.duncan@ch-boulogne.fr","CLINICOM",,"OUI",
404,"NORD PAS DE CALAIS","Pas de Calais",620003202,"CH ARROND DE MONTREUIL",,"140 CHEMIN DEPARTEMENTAL","BP 8",62180,"RANG DU FLIERS","03 21 89 45 45 ou 35 08",,"jpkahn@ch-montreuil.fr",,,"OUI",
405,"NORD PAS DE CALAIS","Pas de Calais",620003350,"POLYCLINIQUE DE RIAUMONT",,"RUE D'ENTRE DEUX MONTS",,62800,"LIEVIN","03 21 44 80 80 ",,,"TRACK CARE",,"OUI",
406,"NORD PAS DE CALAIS","Pas de Calais",620003376,"POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT",,"ROUTE DE COURRIERES","BP 199",62256,"HENIN BEAUMONT CEDEX","03 21 13 30 00 ou 33 33",,,"TRACK CARE",,"OUI",
407,"NORD PAS DE CALAIS","Pas de Calais",620025346,"POLYCLINIQUE DE LA 'CLARENCE'",,"RUE DU DOCTEUR LEGAY",,62460,"DIVION","03 21 54 90 00 ou 90",,,"TRACK CARE",,"OUI",
408,"NORD PAS DE CALAIS","Pas de Calais",620100735,"CLINIQUE ANNE ARTOIS",,"100 RUE EMILE BASLY","BP 195",62404,"BETHUNE CEDEX","08 26 20 01 10 ",,,,,,
17,"PACA","Alpes hte provence",40000093,"CENTRE HOSPITALIER DE MANOSQUE",,"RUE AUGUSTE GIRARD","BP 108",4101,"MANOSQUE CEDEX","04 92 73 42 10 ",,"urgences@chmanosque.fr",,,,
18,"PACA","Alpes hte provence",40000135,"CHI DES ALPES DU SUD SITE DE SISTERON",,"4 AVENUE DE LA LIBERATION","BP 99",4203,"SISTERON CEDEX","04 92 33 70 00 ",,"upatou@chicas-gap.fr",,,,
19,"PACA","Alpes hte provence",40000911,"CENTRE HOSPIT GENERAL DIGNE LES BAINS",,"QUARTIER SAINT CHRISTOPHE","BP 213",4003,"DIGNE LES BAINS CEDEX","04 92 30 14 03 ",,,,,,
20,"PACA","Hte Alpes",50000231,"CH DES ESCARTONS DE BRIANCON",,"26 AVENUE ADRIEN DAURELLE",,5105,"BRIANCON CEDEX","04 92 25 25 25 ","CS Dr FILLET Yann","yfillet@ch-briancon.fr","CRISTALNET-DMU",,"OUI",
21,"PACA","Hte Alpes",50000256,"CENTRE HOSPITALIER D'EMBRUN",,"8 RUE PIERRE ET MARIE CURIE",,5200,"EMBRUN","04 92 43 73 00 ","CS Dr BENOIT Danielle","d.benoit@ch-embrun.fr","CRISTALNET-DMU",,"OUI",
22,"PACA","Hte Alpes",50000348,"CHI DES ALPES DU SUD SITE DE GAP",,"1 PLACE AUGUSTE MURET","BP 101",5007,"GAP CEDEX","04 92 40 61 61 ","DSIO BRICOUT Daniel","Daniel.BRICOUT@chicas-gap.fr","TU-ORUPACA",,"OUI",
23,"PACA","Alpes Maritimes",60000478,"CENTRE HOSPITALIER DE GRASSE",,"CHEMIN DE CLAVARY","BP 53149",6135,"GRASSE CEDEX","04 93 09 55 01 ","DSIO BAS Jean-Pierre","jp.bas@ch-grasse.fr","TU-ORUPACA",,"OUI",
24,"PACA","Alpes Maritimes",60000510,"CH D'ANTIBES JUAN LES PINS","QUARTIER LA FONTONNE","ROUTE NATIONALE 7",,6600,"ANTIBES","04 97 24 77 67 ","SI VARGAS Steeve","steeve.vargas@ch-antibes.fr","URQUAL",,"OUI",
25,"PACA","Alpes Maritimes",60000544,"CH PIERRE NOUVEAU CANNES",,"15 AVENUE DES BROUSSAILLES","CS 50008",6414,"CANNES CEDEX","04 93 69 70 01 ","DSIO BOUSQUET Jérôme","j.bousquet@ch-cannes.fr","TU-ORUPACA",,"OUI",
26,"PACA","Alpes Maritimes",60001450,"CHU DE NICE HOPITAL SAINT ROCH",,"5 RUE PIERRE DEVOLUY","BP 1319",6006,"NICE CEDEX 1","04 92 03 33 22 ","SI NOBLE Eric","noble.e@chu-nice.fr","TU-ORUPACA",,"OUI",
27,"PACA","Alpes Maritimes",60002102,"CH LA PALMOSA DE MENTON",,"2 AVENUE ANTOINE PEGLION","BP 189",6507,"MENTON CEDEX","04 93 28 77 77 ","RSI MATTEUCCI Patricia","sce.informatique@ch-menton.fr","TU-ORUPACA",,"OUI",
28,"PACA","Alpes Maritimes",60780491,"INSTITUT ARNAULT TZANCK ST LAURENT VAR",,"231 AVENUE DU DOCTEUR MAURICE DONAT",,6721,"ST LAURENT DU VAR CEDEX","04 92 27 37 05 ","DSIO CHICHKINE Bernard","b.chichkine@tzanck.org","TU-ORUPACA",,"OUI",
29,"PACA","Alpes Maritimes",60780517,"POLYCLINIQUE SAINT JEAN",,"92 AVENUE DU DOCTEUR MAURICE DONAT",,6800,"CAGNES SUR MER","04 92 13 53 13 ","ZARTARIAN Marie","m.zartarian@polesantesaintjean.fr","TU-ORUPACA",,"OUI",
30,"PACA","Alpes Maritimes",60780715,"CLINIQUE SAINT GEORGE",,"2 AVENUE DE RIMIEZ",,6105,"NICE CEDEX 2","04 93 81 71 50 ","DSIO LIGIARDI Marc","marc.ligiardi@clinique-saint-george.com","TU-ORUPACA",,"OUI",
31,"PACA","Alpes Maritimes",60780723,"CLINIQUE DU PARC IMPERIAL",,"28 BOULEVARD TZAREWITCH",,6045,"NICE CEDEX 1","08 26 30 75 76 ","RSI DALMAU Daniel","d.dalmau@domuscliniques.com","TU-ORUPACA",,"NON","en attente date démarrage TU"
32,"PACA","Alpes Maritimes",60780947,"HOPITAUX PEDIATRIQUES NICE CHU LENVAL",,"57 AVENUE DE LA CALIFORNIE",,6200,"NICE","04 92 03 03 00 ","DSIO LENARD Philippe","philippe.lenard@lenval.com","TU-ORUPACA",,"OUI",
33,"PACA","Alpes Maritimes",60789195,"CHU DE NICE HOPITAL DE L'ARCHET",,"151 ROUTE SAINT ANTOINE DE GINESTIERE","BP 79",6200,"NICE","04 92 03 55 25 ",,,,,"
","Pas de SAU"
60,"PACA","Bouches du Rhône",130000409,"SITE D'AIX EN PROVENCE",,"AVENUE DES TAMARIS",,13616,"AIX EN PROVENCE CEDEX 1","04 42 33 50 00 ","DSIO MILON paul","pmilon@ch-aix.fr","TU-ORUPACA",,"NON","prévu pour septembre 2014"
61,"PACA","Bouches du Rhône",130000565,"CH EDMOND GARCIN D'AUBAGNE",,"179 AVENUE DES SOEURS GASTINE",,13400,"AUBAGNE","04 42 84 70 00 ","RSI CASANOVA Gilbert","gcasanova@ch-aubagne.fr","URQUAL",,"NON",
62,"PACA","Bouches du Rhône",130001225,"CH SALON DE PROVENCE",,"207 AVENUE JULIEN FABRE","BP 321",13658,"SALON DE PROVENCE CEDEX","04 90 44 93 04 ","RSI MARTIN Patrice","patrice.martin@ch-salon.fr","TU-ORUPACA",,"OUI",
63,"PACA","Bouches du Rhône",130002215,"CENTRE HOSPITALIER DE LA CIOTAT",,"BOULEVARD LAMARTINE","BP 150",13708,"LA CIOTAT CEDEX","04 42 08 76 00 ","DSIO FLORI Angelise","service.informatique@ch-laciotat.fr","TU-ORUPACA",,"OUI",
64,"PACA","Bouches du Rhône",130002827,"CH JOSEPH IMBERT D'ARLES",,"QUARTIER FOURCHON","BP 80195",13637,"ARLES CEDEX","04 90 49 29 29 ","DSIO HARMAND Francoise","francoise.harmand@ch-arles.fr","TU-ORUPACA",,"OUI",
65,"PACA","Bouches du Rhône",130002835,"CH DE MARTIGUES HOPITAL DES RAYETTES",,"3 BOULEVARD DES RAYETTES","BP 50248",13698,"MARTIGUES CEDEX","04 42 43 22 22 ","DSIO STOSSKOPF Jacques","jacques.stosskopf@ch-martigues.fr","TU-ORUPACA",,"OUI",
66,"PACA","Bouches du Rhône",130043664,"HOPITAL EUROPEEN",,"6 RUE DESIREE CLARY",,13003,"MARSEILLE","04 91 83 38 38 ","DSIO Florence TOESCA","f.toesca@hopital-europeen.fr","QCARE","de la société C3","OUI",
67,"PACA","Bouches du Rhône",130780521,"APHM HOPITAL NORD",,"CHEMIN DES BOURRELY",,13915,"MARSEILLE CEDEX 15","04 91 38 00 00 ","SI WIRAMUS Serge","serge.wiramus@ap-hm.fr","TU-ORUPACA",,"OUI",
68,"PACA","Bouches du Rhône",130781479,"HOPITAL PRIVE LA CASAMANCE",,"33 BOULEVARD DES FARIGOULES","BP 141",13675,"AUBAGNE CEDEX","04 91 88 40 00 ","DSIO BERTHET Caroline ","c.berthet@hp-lacasamance.fr","TU-ORUPACA",,"OUI",
69,"PACA","Bouches du Rhône",130782071,"CLINIQUE DE L'ETANG DE L'OLIVIER",,"4 RUE ROGER CARPENTIER","BP 70003",13801,"ISTRES CEDEX","04 42 47 60 76 ","Resp PMA MAUNIER Regine","r.maunier@gsante.fr","TU-ORUPACA",,"OUI",
70,"PACA","Bouches du Rhône",130782147,"CLINIQUE GENERALE DE MARIGNANE",,"AVENUE GENERAL RAOUL SALAN","BP 89",13721,"MARIGNANE CEDEX","04 42 78 45 00 "," SI CRICCO Sébastien","s.cricco@clinique-marignane.com","MEDINTUX",,"OUI",
71,"PACA","Bouches du Rhône",130783236,"APHM HOPITAL DE LA CONCEPTION",,"147 BOULEVARD BAILLE",,13005,"MARSEILLE","04 91 38 30 00 ","SI WIRAMUS Serge","serge.wiramus@ap-hm.fr","TU-ORUPACA",,"OUI",
72,"PACA","Bouches du Rhône",130783293,"APHM HOPITAL LA TIMONE ADULTES",,"264 RUE SAINT PIERRE",,13005,"MARSEILLE","04 91 38 00 00 ","SI WIRAMUS Serge","serge.wiramus@ap-hm.fr","TU-ORUPACA",,"OUI",
74,"PACA","Bouches du Rhône",130784713,"HOPITAL PRIVE BEAUREGARD VERT COTEAU",,"12 IMPASSE DU LIDO",,13012,"MARSEILLE","08 25 74 34 34 ","CS Dr GUIBELLINO Philippe","philippe.guibellino@orange.fr","RESURGENCES",,"NON ",
